# SKILL RUNTIME AUDIT PROGRESS
# Format: [STATUS] card_no | name_en | trigger | type | ability_path | engine | mcp | notes | date
# STATUS: PENDING | ENGINE_PASS | MCP_PASS | FAIL | SKIP | WONTFIX
# Separate from CARD_AUDIT_PROGRESS.txt (text/rules audit).
# Rebuilt: 2026-07-10
#
# Vol.1 deep outcome audit (2026-07-11):
# - Dedicated batch: reports/skill_audit_batches/batch-vol1.json (bp_vol1, 104 cards / 190 nodes)
# - Shallow engine+MCP: FAIL 0 / SKIP 0
# - Outcome PHPUnit: tests/Engine/Vol1NijigasakiSkillAuditTest.php + Vol1HasunosoraLiellaSkillAuditTest.php
#   covering 47 unique ability fingerprints (PL!N / PL!HS / PL!SP / LL-bp1)
# - Engine fixes shipped with this pass: AbilityResolver no longer pre-refreshes WR into deck;
#   pick_yell_member single-candidate add; reveal_deck_until_live then; energy_wait viability;
#   Solitude Rain score_per_distinct_heart_colors
# - Remaining SKIP/WONTFIX for vol.1 deep suite: none (nested continuous draw_per_yell_* exercised
#   only as presence on Live cards; foil variants share ability JSON with audited reps)
[MCP_PASS] PL!S-bp2-001-P | Chika Takami | continuous | blade_if_no_self_success_opp_has | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[ENGINE_PASS] PL!SP-bp1-027-L | Sing! Shine! Smile! | continuous | draw_per_yell_card | abilities[1] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp1-027-SRL | Sing! Shine! Smile! | live_start | score_if_min_energy | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp1-027-SRL | Sing! Shine! Smile! | continuous | draw_per_yell_card | abilities[1] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-001-P | Kanon Shibuya | on_enter | optional_negate_member_live_start_add_wr | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-001-P＋ | Kanon Shibuya | on_enter | optional_negate_member_live_start_add_wr | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-001-R＋ | Kanon Shibuya | on_enter | optional_negate_member_live_start_add_wr | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-001-SEC | Kanon Shibuya | on_enter | optional_negate_member_live_start_add_wr | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-002-P | Keke Tang | on_enter | look_reveal_filter | abilities[0] | PASS | - | no exception | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-002-R | Keke Tang | on_enter | look_reveal_filter | abilities[0] | PASS | - | prompt=pick_looked_deck_hand | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-003-P | Chisato Arashi | auto | auto_area_move_energy_wait | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-003-R | Chisato Arashi | auto | auto_area_move_energy_wait | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-004-P | Sumire Heanna | continuous | hearts_if_center_highest_cost | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-004-R | Sumire Heanna | continuous | hearts_if_center_highest_cost | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-005-P | Ren Hazuki | on_enter | optional_pay_energy | abilities[0] | PASS | - | wr_filter=member; prompt=optional_pay_energy_on_enter | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-005-P | Ren Hazuki | on_enter | look_reveal_filter | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-005-R | Ren Hazuki | on_enter | optional_pay_energy | abilities[0] | PASS | - | wr_filter=member; prompt=optional_pay_energy_on_enter | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-005-R | Ren Hazuki | on_enter | look_reveal_filter | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-006-P | Kinako Sakurakoji | on_enter | if_baton_wr_group_to_hand | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-006-P | Kinako Sakurakoji | activated | activated_discard_trigger_on_enter | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-006-P＋ | Kinako Sakurakoji | on_enter | if_baton_wr_group_to_hand | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-006-P＋ | Kinako Sakurakoji | activated | activated_discard_trigger_on_enter | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-006-R＋ | Kinako Sakurakoji | on_enter | if_baton_wr_group_to_hand | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-006-R＋ | Kinako Sakurakoji | activated | activated_discard_trigger_on_enter | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-006-SEC | Kinako Sakurakoji | on_enter | if_baton_wr_group_to_hand | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-006-SEC | Kinako Sakurakoji | activated | activated_discard_trigger_on_enter | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-007-P | Mei Yoneme | on_enter | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member; prompt=optional_discard_prompt | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-007-P | Mei Yoneme | on_enter | look_reveal_filter | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-007-R | Mei Yoneme | on_enter | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member; prompt=optional_discard_prompt | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-007-R | Mei Yoneme | on_enter | look_reveal_filter | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-008-P | Shiki Wakana | activated | activated_swap_area_member | abilities[0] | PASS | - | wr_filter=member; prompt=activated_swap_area_pick | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-008-R | Shiki Wakana | activated | activated_swap_area_member | abilities[0] | PASS | - | wr_filter=member; prompt=activated_swap_area_pick | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-009-P | Natsumi Onitsuka | continuous | blade_per_hand_cards | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-009-P | Natsumi Onitsuka | on_enter | draw_and_discard | abilities[1] | PASS | - | wr_filter=member; prompt=effect_discard_hand | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-009-P＋ | Natsumi Onitsuka | continuous | blade_per_hand_cards | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-009-P＋ | Natsumi Onitsuka | on_enter | draw_and_discard | abilities[1] | PASS | - | wr_filter=member; prompt=effect_discard_hand | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-009-R＋ | Natsumi Onitsuka | continuous | blade_per_hand_cards | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-009-R＋ | Natsumi Onitsuka | on_enter | draw_and_discard | abilities[1] | PASS | - | wr_filter=member; prompt=effect_discard_hand | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-009-SEC | Natsumi Onitsuka | continuous | blade_per_hand_cards | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-009-SEC | Natsumi Onitsuka | on_enter | draw_and_discard | abilities[1] | PASS | - | wr_filter=member; prompt=effect_discard_hand | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-003-R | Kozue Otomune | live_start | optional_discard_surveil | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-004-P | Tsuzuri Yugiri | activated | leave_stage_add_from_wr | abilities[0] | PASS | - | wr_filter=live; prompt=pick_wr_leave_stage_add | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-004-R | Tsuzuri Yugiri | activated | leave_stage_add_from_wr | abilities[0] | PASS | - | wr_filter=live; prompt=pick_wr_leave_stage_add | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-P | Rurino Osawa | on_enter | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member; prompt=optional_discard_prompt | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-P | Rurino Osawa | on_enter | add_from_wr | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-P | Rurino Osawa | live_start | optional_pay_energy | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-P | Rurino Osawa | live_start | blade_bonus | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-P＋ | Rurino Osawa | on_enter | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member; prompt=optional_discard_prompt | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-P＋ | Rurino Osawa | on_enter | add_from_wr | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-P＋ | Rurino Osawa | live_start | optional_pay_energy | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-P＋ | Rurino Osawa | live_start | blade_bonus | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-R＋ | Rurino Osawa | on_enter | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member; prompt=optional_discard_prompt | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-R＋ | Rurino Osawa | on_enter | add_from_wr | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-R＋ | Rurino Osawa | live_start | optional_pay_energy | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-R＋ | Rurino Osawa | live_start | blade_bonus | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-SEC | Rurino Osawa | on_enter | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member; prompt=optional_discard_prompt | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-SEC | Rurino Osawa | on_enter | add_from_wr | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-SEC | Rurino Osawa | live_start | optional_pay_energy | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-005-SEC | Rurino Osawa | live_start | blade_bonus | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-006-P | Megumi Fujishima | on_enter | optional_stage_reposition | abilities[0] | PASS | - | wr_filter=member; prompt=optional_stage_reposition | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-006-P | Megumi Fujishima | continuous | blade_per_other_subunit | abilities[1] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-006-R | Megumi Fujishima | on_enter | optional_stage_reposition | abilities[0] | PASS | - | wr_filter=member; prompt=optional_stage_reposition | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-006-R | Megumi Fujishima | continuous | blade_per_other_subunit | abilities[1] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-P | Ginko Momose | on_enter | if_baton_lower_cost | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-P | Ginko Momose | on_enter | add_from_wr | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-P | Ginko Momose | live_start | optional_discard_prompt | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-P | Ginko Momose | live_start | buff_named_stage_member | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-P＋ | Ginko Momose | on_enter | if_baton_lower_cost | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-P＋ | Ginko Momose | on_enter | add_from_wr | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-P＋ | Ginko Momose | live_start | optional_discard_prompt | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-P＋ | Ginko Momose | live_start | buff_named_stage_member | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-R＋ | Ginko Momose | on_enter | if_baton_lower_cost | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-R＋ | Ginko Momose | on_enter | add_from_wr | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-R＋ | Ginko Momose | live_start | optional_discard_prompt | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-R＋ | Ginko Momose | live_start | buff_named_stage_member | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-SEC | Ginko Momose | on_enter | if_baton_lower_cost | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-SEC | Ginko Momose | on_enter | add_from_wr | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-SEC | Ginko Momose | live_start | optional_discard_prompt | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-007-SEC | Ginko Momose | live_start | buff_named_stage_member | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-008-P | Kosuzu Kachimachi | on_enter | if_baton_lower_cost | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-008-P | Kosuzu Kachimachi | on_enter | blade_bonus | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-008-R | Kosuzu Kachimachi | on_enter | if_baton_lower_cost | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-008-R | Kosuzu Kachimachi | on_enter | blade_bonus | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-009-P | Hime Anyoji | on_enter | optional_pay_energy_if_baton | abilities[0] | PASS | - | wr_filter=member; prompt=optional_pay_energy_if_baton | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-009-R | Hime Anyoji | on_enter | optional_pay_energy_if_baton | abilities[0] | PASS | - | wr_filter=member; prompt=optional_pay_energy_if_baton | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-010-N | Kaho Hinoshita | on_enter | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member; prompt=optional_discard_prompt | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-010-N | Kaho Hinoshita | on_enter | look_reveal_filter | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-010-PR | Kaho Hinoshita | on_enter | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member; prompt=optional_discard_prompt | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-010-PR | Kaho Hinoshita | on_enter | look_reveal_filter | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-011-N | Sayaka Murano | on_enter | mill_deck_to_wr | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-011-PR | Sayaka Murano | on_enter | mill_deck_to_wr | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-012-N | Kozue Otomune | on_leave_stage | look_reveal_filter | abilities[0] | PASS | - | wr_filter=member; prompt=pick_looked_deck_hand | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-013-N | Tsuzuri Yugiri | on_leave_stage | look_reveal_filter | abilities[0] | PASS | - | wr_filter=live; prompt=pick_looked_deck_hand | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-014-N | Rurino Osawa | on_enter | live_ban_until_end | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-015-N | Megumi Fujishima | on_leave_stage | draw_and_discard | abilities[0] | PASS | - | wr_filter=member; prompt=effect_discard_hand | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-016-N | Ginko Momose | on_enter | deck_surveil | abilities[0] | PASS | - | wr_filter=member; prompt=surveil_arrange | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-017-N | Kosuzu Kachimachi | on_enter | draw_if_wr_min | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-018-N | Hime Anyoji | activated | pay_energy_add_live_zone_from_wr | abilities[0] | PASS | - | wr_filter=live | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-019-L | Bloom the smile, Bloom the dream! | live_start | choose_required_heart_pair_gray | abilities[0] | PASS | - | wr_filter=member; prompt=choose_required_heart_pair_gray | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-020-L | Link to the FUTURE | continuous | treat_as_subunits | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-020-L | Link to the FUTURE | live_start | score_per_distinct_group_stage | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-021-L | Genyou Yakou | live_start | reduce_hearts_if_baton_group | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-022-L | Aoku Haruka | live_start | live_score_if_wr_subunit_count | abilities[0] | PASS | - | wr_filter=live | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-022-L＋ | Aoku Haruka | live_start | live_score_if_wr_subunit_count | abilities[0] | PASS | - | wr_filter=live | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-023-L | Mirage Voyage | live_start | reduce_hearts_if_baton_group | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-024-L | Ladybug | live_start | reduce_hearts_if_named_cost_pair | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-024-L＋ | Ladybug | live_start | reduce_hearts_if_named_cost_pair | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-025-L | Kokon Touzai | live_start | reduce_hearts_if_baton_group | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-026-L | Mira-Creation | live_start | score_if_named_stage_slots | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp2-026-L＋ | Mira-Creation | live_start | score_if_named_stage_slots | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-001-AR | Kaho Hinoshita | on_enter | mill_then_blade_if_any_live | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-001-AR | Kaho Hinoshita | activated | pay_energy_reveal_live_wr_superset | abilities[1] | PASS | - | wr_filter=member; prompt=pay_energy_reveal_live_wr_superset | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-001-P | Kaho Hinoshita | on_enter | mill_then_blade_if_any_live | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-001-P | Kaho Hinoshita | activated | pay_energy_reveal_live_wr_superset | abilities[1] | PASS | - | wr_filter=member; prompt=pay_energy_reveal_live_wr_superset | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-001-R＋ | Kaho Hinoshita | on_enter | mill_then_blade_if_any_live | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-001-R＋ | Kaho Hinoshita | activated | pay_energy_reveal_live_wr_superset | abilities[1] | PASS | - | wr_filter=member; prompt=pay_energy_reveal_live_wr_superset | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-001-SEC | Kaho Hinoshita | on_enter | mill_then_blade_if_any_live | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-001-SEC | Kaho Hinoshita | activated | pay_energy_reveal_live_wr_superset | abilities[1] | PASS | - | wr_filter=member; prompt=pay_energy_reveal_live_wr_superset | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-002-AR | Sayaka Murano | continuous | wild_heart_blade_if_distinct_costs | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-002-AR | Sayaka Murano | activated | pay_energy_play_wr_empty | abilities[1] | PASS | - | wr_filter=member; prompt=ssd1_play_wr_empty | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-002-P | Sayaka Murano | continuous | wild_heart_blade_if_distinct_costs | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-002-P | Sayaka Murano | activated | pay_energy_play_wr_empty | abilities[1] | PASS | - | wr_filter=member; prompt=ssd1_play_wr_empty | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-002-R＋ | Sayaka Murano | continuous | wild_heart_blade_if_distinct_costs | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-002-R＋ | Sayaka Murano | activated | pay_energy_play_wr_empty | abilities[1] | PASS | - | wr_filter=member; prompt=ssd1_play_wr_empty | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-002-SEC | Sayaka Murano | continuous | wild_heart_blade_if_distinct_costs | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-002-SEC | Sayaka Murano | activated | pay_energy_play_wr_empty | abilities[1] | PASS | - | wr_filter=member; prompt=ssd1_play_wr_empty | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-AR | Rurino Osawa | on_leave_stage | optional_stage_reposition | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-AR | Rurino Osawa | live_start | optional_discard_prompt | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-AR | Rurino Osawa | live_start | buff_member_matching_discarded_group | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-P | Rurino Osawa | on_leave_stage | optional_stage_reposition | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-P | Rurino Osawa | live_start | optional_discard_prompt | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-P | Rurino Osawa | live_start | buff_member_matching_discarded_group | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-R＋ | Rurino Osawa | on_leave_stage | optional_stage_reposition | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-R＋ | Rurino Osawa | live_start | optional_discard_prompt | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-R＋ | Rurino Osawa | live_start | buff_member_matching_discarded_group | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-SEC | Rurino Osawa | on_leave_stage | optional_stage_reposition | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-SEC | Rurino Osawa | live_start | optional_discard_prompt | abilities[1] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-003-SEC | Rurino Osawa | live_start | buff_member_matching_discarded_group | abilities[1].then | PASS | - | nested chain via parent | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-004-AR | Ginko Momose | continuous | blade_per_stage_excl_subunit | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-004-P | Ginko Momose | continuous | blade_per_stage_excl_subunit | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-004-R | Ginko Momose | continuous | blade_per_stage_excl_subunit | abilities[0] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-005-AR | Kosuzu Kachimachi | live_start | optional_discard_prompt | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!HS-bp5-005-AR | Kosuzu Kachimachi | live_start | live_cost_from_subunit_pick | abilities[0].then | PASS | - | nested chain via parent | 2026-07-10
[SKIP] PL!SP-bp2-010-P | Wien Margarete | continuous | continuous_opp_live_gray_heart | abilities[0] | SKIP | - | static: no server handler or prefix route | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-010-P | Wien Margarete | continuous | reduce_yell_reveal_count | abilities[1] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[SKIP] PL!SP-bp2-010-P＋ | Wien Margarete | continuous | continuous_opp_live_gray_heart | abilities[0] | SKIP | - | static: no server handler or prefix route | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-010-P＋ | Wien Margarete | continuous | reduce_yell_reveal_count | abilities[1] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[SKIP] PL!SP-bp2-010-R＋ | Wien Margarete | continuous | continuous_opp_live_gray_heart | abilities[0] | SKIP | - | static: no server handler or prefix route | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-010-R＋ | Wien Margarete | continuous | reduce_yell_reveal_count | abilities[1] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[SKIP] PL!SP-bp2-010-SEC | Wien Margarete | continuous | continuous_opp_live_gray_heart | abilities[0] | SKIP | - | static: no server handler or prefix route | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-010-SEC | Wien Margarete | continuous | reduce_yell_reveal_count | abilities[1] | PASS | - | continuous via getLiveScoreBonusBreakdown; wr_filter=member | 2026-07-10
[ENGINE_PASS] PL!SP-bp2-011-P | Tomari Onitsuka | on_enter | pick_wr_distinct_lives_opp_choice | abilities[0] | PASS | - | wr_filter=member | 2026-07-10
